kddept;nmdept;kdunit;nmunit;kddekon;nmdekon;kdsatker;nmsatker;kdfungsi;nmfungsi;kdsfung;nmsfung;kdprogram;nmprogram;kdgiat;nmgiat;kdoutput;nmoutput;kdsoutput;nmsoutput;kdkmpnen;nmkmpnen;kdskmpnen;nmskmpnen;kdakun;nmakun;bkpk;kdsdana;nmsdana;kdbeban;register;noitem;nmitem;volkeg;satkeg;hargasat;komponen_pendukung;pagu; hasil_reviu_konsolidasi_baru ;Netto;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;BMB;Komunikasi Publik;Z02;Strategi Komunikasi Lembaga Dana Kerja Sama Pembangunan Internasional;100;Tanpa Komponen;A;TANPA SUB KOMPONEN;525113;Belanja Jasa;5251;06;BLU;F;;1;Jasa Publikasi Media;1;TAHUN;199800000;; 199.800.000 ; -   ; 199.800.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;BMB;Komunikasi Publik;Z02;Strategi Komunikasi Lembaga Dana Kerja Sama Pembangunan Internasional;100;Tanpa Komponen;A;TANPA SUB KOMPONEN;525115;Belanja Perjalanan;5251;06;BLU;F;;1;Paket Fullboard DKI Jakarta;100;OH;1197000;; 119.700.000 ; 37.346.000 ; 82.354.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;BMB;Komunikasi Publik;Z02;Strategi Komunikasi Lembaga Dana Kerja Sama Pembangunan Internasional;100;Tanpa Komponen;A;TANPA SUB KOMPONEN;525115;Belanja Perjalanan;5251;06;BLU;F;;2;Uang Harian Fullboard DKI Jakarta;150;OH;130000;; 19.500.000 ; 6.084.000 ; 13.416.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;BMB;Komunikasi Publik;Z02;Strategi Komunikasi Lembaga Dana Kerja Sama Pembangunan Internasional;100;Tanpa Komponen;A;TANPA SUB KOMPONEN;525115;Belanja Perjalanan;5251;06;BLU;F;;3;Uang Transportasi DKI Jakarta;50;OK;170000;; 8.500.000 ; 2.652.000 ; 5.848.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;BMB;Komunikasi Publik;Z02;Strategi Komunikasi Lembaga Dana Kerja Sama Pembangunan Internasional;100;Tanpa Komponen;A;TANPA SUB KOMPONEN;525115;Belanja Perjalanan;5251;06;BLU;F;;4;Biaya Penginapan Perjalanan Dinas Biasa;44;OH;812728;; 35.760.000 ; 11.157.000 ; 24.603.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;BMB;Komunikasi Publik;Z02;Strategi Komunikasi Lembaga Dana Kerja Sama Pembangunan Internasional;100;Tanpa Komponen;A;TANPA SUB KOMPONEN;525115;Belanja Perjalanan;5251;06;BLU;F;;5;Uang Harian Perjalanan Dinas Biasa;66;OH;253819;; 16.752.000 ; 5.227.000 ; 11.525.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;BMB;Komunikasi Publik;Z02;Strategi Komunikasi Lembaga Dana Kerja Sama Pembangunan Internasional;100;Tanpa Komponen;A;TANPA SUB KOMPONEN;525115;Belanja Perjalanan;5251;06;BLU;F;;6;Uang Transportasi Perjalanan Dinas Biasa;22;OK;2112182;; 46.468.000 ; 14.498.000 ; 31.970.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;CAN;Sarana Bidang Teknologi Informasi dan Komunikasi;401;Perangkat Pengolah Data dan Komunikasi;100;Tanpa Komponen;TK;HARDWARE LAINNYA;537112;Belanja Modal Peralatan dan Mesin;5371;06;BLU;F;;1;UPS;1;UNIT;268197000;Utama; 268.197.000 ; -   ; 268.197.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;401;Rekomendasi Pengelolaan Organisasi dan Kinerja;100;Tanpa Komponen;A;TANPA SUB KOMPONEN;525112;Belanja Barang;5251;06;BLU;F;;1;KDM - Kudapan Rapat Biasa;1800;OK;22000;Utama; 39.600.000 ; -   ; 39.600.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;401;Rekomendasi Pengelolaan Organisasi dan Kinerja;100;Tanpa Komponen;A;TANPA SUB KOMPONEN;525112;Belanja Barang;5251;06;BLU;F;;2;KDM - Makan Rapat Biasa;900;OK;48000;Utama; 43.200.000 ; 8.640.000 ; 34.560.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;401;Rekomendasi Pengelolaan Organisasi dan Kinerja;100;Tanpa Komponen;A;TANPA SUB KOMPONEN;525113;Belanja Jasa;5251;06;BLU;F;;1;Jasa Konsultansi/Event Organizer;3;PAKET;321728000;Utama; 965.184.000 ; 868.666.000 ; 96.518.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;401;Rekomendasi Pengelolaan Organisasi dan Kinerja;100;Tanpa Komponen;A;TANPA SUB KOMPONEN;525115;Belanja Perjalanan;5251;06;BLU;F;;1;Paket Fullboard DKI Jakarta;720;OH;1197000;Utama; 861.840.000 ; 268.894.000 ; 592.946.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;401;Rekomendasi Pengelolaan Organisasi dan Kinerja;100;Tanpa Komponen;A;TANPA SUB KOMPONEN;525115;Belanja Perjalanan;5251;06;BLU;F;;2;Uang Harian Fullboard DKI Jakarta;1080;OH;130000;Utama; 140.400.000 ; 43.805.000 ; 96.595.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;401;Rekomendasi Pengelolaan Organisasi dan Kinerja;100;Tanpa Komponen;A;TANPA SUB KOMPONEN;525115;Belanja Perjalanan;5251;06;BLU;F;;3;Uang Transportasi DKI Jakarta;360;OK;170000;Utama; 61.200.000 ; 19.094.000 ; 42.106.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;401;Rekomendasi Pengelolaan Organisasi dan Kinerja;100;Tanpa Komponen;A;TANPA SUB KOMPONEN;525115;Belanja Perjalanan;5251;06;BLU;F;;4;Biaya Penginapan Perjalanan Dinas Biasa;184;OH;1158261;Utama; 213.120.000 ; 66.493.000 ; 146.627.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;401;Rekomendasi Pengelolaan Organisasi dan Kinerja;100;Tanpa Komponen;A;TANPA SUB KOMPONEN;525115;Belanja Perjalanan;5251;06;BLU;F;;5;Uang Harian Perjalanan Dinas Biasa;276;OH;354783;Utama; 97.920.000 ; 30.551.000 ; 67.369.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;401;Rekomendasi Pengelolaan Organisasi dan Kinerja;100;Tanpa Komponen;A;TANPA SUB KOMPONEN;525115;Belanja Perjalanan;5251;06;BLU;F;;6;Uang Transportasi Perjalanan Dinas Biasa;92;OK;3314077;Utama; 304.895.000 ; 95.127.000 ; 209.768.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;994;Layanan Perkantoran;002;Operasional dan Pemeliharaan Kantor;A;Remunerasi Pejabat dan Pegawai LDKPI;525111;Belanja Gaji dan Tunjangan;5251;06;BLU;F;;1;Direktur Utama;12;OB;124639000;Utama; 1.495.668.000 ; -   ; 1.495.668.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;994;Layanan Perkantoran;002;Operasional dan Pemeliharaan Kantor;A;Remunerasi Pejabat dan Pegawai LDKPI;525111;Belanja Gaji dan Tunjangan;5251;06;BLU;F;;2;Direktur;24;OB;104868000;Utama; 2.516.832.000 ; -   ; 2.516.832.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;994;Layanan Perkantoran;002;Operasional dan Pemeliharaan Kantor;A;Remunerasi Pejabat dan Pegawai LDKPI;525111;Belanja Gaji dan Tunjangan;5251;06;BLU;F;;3;Kepala Divisi/SPI;96;OB;68073375;Utama; 6.535.044.000 ; -   ; 6.535.044.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;994;Layanan Perkantoran;002;Operasional dan Pemeliharaan Kantor;A;Remunerasi Pejabat dan Pegawai LDKPI;525111;Belanja Gaji dan Tunjangan;5251;06;BLU;F;;4;Pelaksana;348;OB;42447851;Utama; 14.771.852.000 ; -   ; 14.771.852.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;994;Layanan Perkantoran;002;Operasional dan Pemeliharaan Kantor;B;THR dan Gaji Ke-13;525111;Belanja Gaji dan Tunjangan;5251;06;BLU;F;;1;Direktur Utama;2;OB;123878000;Utama; 247.756.000 ; -   ; 247.756.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;994;Layanan Perkantoran;002;Operasional dan Pemeliharaan Kantor;B;THR dan Gaji Ke-13;525111;Belanja Gaji dan Tunjangan;5251;06;BLU;F;;2;Direktur;4;OB;95823000;Utama; 383.292.000 ; -   ; 383.292.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;994;Layanan Perkantoran;002;Operasional dan Pemeliharaan Kantor;B;THR dan Gaji Ke-13;525111;Belanja Gaji dan Tunjangan;5251;06;BLU;F;;3;Kepala Divisi/SPI;16;OB;63611000;Utama; 1.017.776.000 ; -   ; 1.017.776.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;994;Layanan Perkantoran;002;Operasional dan Pemeliharaan Kantor;B;THR dan Gaji Ke-13;525111;Belanja Gaji dan Tunjangan;5251;06;BLU;F;;4;Pelaksana;58;OB;35946000;Utama; 2.084.868.000 ; -   ; 2.084.868.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;994;Layanan Perkantoran;002;Operasional dan Pemeliharaan Kantor;C;Honorarium Dewan Pengawas;525111;Belanja Gaji dan Tunjangan;5251;06;BLU;F;;1;Ketua;13;OB;33514000;Utama; 435.682.000 ; -   ; 435.682.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;994;Layanan Perkantoran;002;Operasional dan Pemeliharaan Kantor;C;Honorarium Dewan Pengawas;525111;Belanja Gaji dan Tunjangan;5251;06;BLU;F;;2;Sekretaris;13;OB;12568000;Utama; 163.384.000 ; -   ; 163.384.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;994;Layanan Perkantoran;002;Operasional dan Pemeliharaan Kantor;C;Honorarium Dewan Pengawas;525111;Belanja Gaji dan Tunjangan;5251;06;BLU;F;;3;Anggota;26;OB;30163000;Utama; 784.238.000 ; -   ; 784.238.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;994;Layanan Perkantoran;002;Operasional dan Pemeliharaan Kantor;D;Uang Makan PNS;525111;Belanja Gaji dan Tunjangan;5251;06;BLU;F;;1;Uang Makan PNS Golongan II;720;OH;35000;Utama; 25.200.000 ; -   ; 25.200.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;994;Layanan Perkantoran;002;Operasional dan Pemeliharaan Kantor;D;Uang Makan PNS;525111;Belanja Gaji dan Tunjangan;5251;06;BLU;F;;2;Uang Makan PNS Golongan III;6240;OH;37000;Utama; 230.880.000 ; -   ; 230.880.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;994;Layanan Perkantoran;002;Operasional dan Pemeliharaan Kantor;D;Uang Makan PNS;525111;Belanja Gaji dan Tunjangan;5251;06;BLU;F;;3;Uang Makan PNS Golongan IV;2640;OH;41000;Utama; 108.240.000 ; -   ; 108.240.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;994;Layanan Perkantoran;002;Operasional dan Pemeliharaan Kantor;F;Sewa Lainnya;525113;Belanja Jasa;5251;06;BLU;F;;1;Sewa Dispenser;60;UB;65000;Utama; 3.900.000 ; -   ; 3.900.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;994;Layanan Perkantoran;002;Operasional dan Pemeliharaan Kantor;F;Sewa Lainnya;525113;Belanja Jasa;5251;06;BLU;F;;2;Sewa Pengharum Ruangan;12;BULAN;3750000;Utama; 45.000.000 ; -   ; 45.000.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;994;Layanan Perkantoran;002;Operasional dan Pemeliharaan Kantor;G;Operasional dan Pemeliharaan Kantor;525112;Belanja Barang;5251;06;BLU;F;;1;Keperluan sehari-hari Perkantoran;45;OT;1520000;Utama; 68.400.000 ; -   ; 68.400.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;994;Layanan Perkantoran;002;Operasional dan Pemeliharaan Kantor;G;Operasional dan Pemeliharaan Kantor;525112;Belanja Barang;5251;06;BLU;F;;2;Penambah Daya Tahan Tubuh;10800;OH;19000;Utama; 205.200.000 ; -   ; 205.200.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;994;Layanan Perkantoran;002;Operasional dan Pemeliharaan Kantor;G;Operasional dan Pemeliharaan Kantor;525112;Belanja Barang;5251;06;BLU;F;;3;Tenaga Kontraktual;65;OB;10600000;Utama; 689.000.000 ; -   ; 689.000.000 ;
015;KEMENTERIAN KEUANGAN;07;Ditjen Pengelolaan Pembiayaan dan Risiko;1;Kantor Pusat;455401;LEMBAGA DANA KERJA SAMA PEMBANGUNAN INTERNASIONAL;1;PELAYANAN UMUM;2;BANTUAN LUAR NEGERI;WA;Program Dukungan Manajemen;6389;Pelaksanaan Tugas  Khusus (Special  Mission) Pengelolaan  Dana Kerja Sama  Pembangunan  Internasional;EBA;Layanan Dukungan Manajemen Internal;994;Layanan Perkantoran;002;Operasional dan Pemeliharaan Kantor;G;Operasional dan Pemeliharaan Kantor;525112;Belanja Barang;5251;06;BLU;F;;4;Honorarium Pengemudi;39;OB;5980000;Utama; 233.220.000 ; -   ; 233.220.000 ;
